PKLT_NM,TPKCT,NOW_PRK_VHCL_CNT,timestamp,weekday
천호역 공영주차장(시),1431,773,2024-10-20 17:30:01,Sunday
천호역 공영주차장(시),1431,777,2024-10-20 17:40:01,Sunday
천호역 공영주차장(시),1431,766,2024-10-20 17:50:01,Sunday
천호역 공영주차장(시),1431,758,2024-10-20 18:00:02,Sunday
천호역 공영주차장(시),1431,741,2024-10-20 18:10:02,Sunday
천호역 공영주차장(시),1431,734,2024-10-20 18:20:03,Sunday
천호역 공영주차장(시),1431,724,2024-10-20 18:30:01,Sunday
천호역 공영주차장(시),1431,717,2024-10-20 18:40:01,Sunday
천호역 공영주차장(시),1431,723,2024-10-20 18:50:06,Sunday
천호역 공영주차장(시),1431,734,2024-10-20 19:00:02,Sunday
천호역 공영주차장(시),1431,741,2024-10-20 19:10:10,Sunday
천호역 공영주차장(시),1431,737,2024-10-20 19:20:01,Sunday
천호역 공영주차장(시),1431,733,2024-10-20 19:30:04,Sunday
천호역 공영주차장(시),1431,734,2024-10-20 19:40:02,Sunday
천호역 공영주차장(시),1431,719,2024-10-20 19:50:02,Sunday
천호역 공영주차장(시),1431,715,2024-10-20 20:00:02,Sunday
천호역 공영주차장(시),1431,713,2024-10-20 20:10:01,Sunday
천호역 공영주차장(시),1431,705,2024-10-20 20:20:04,Sunday
천호역 공영주차장(시),1431,700,2024-10-20 20:30:06,Sunday
천호역 공영주차장(시),1431,697,2024-10-20 20:40:05,Sunday
천호역 공영주차장(시),1431,668,2024-10-20 20:50:01,Sunday
천호역 공영주차장(시),1431,653,2024-10-20 21:00:03,Sunday
천호역 공영주차장(시),1431,638,2024-10-20 21:10:09,Sunday
천호역 공영주차장(시),1431,634,2024-10-20 21:20:02,Sunday
천호역 공영주차장(시),1431,625,2024-10-20 21:30:01,Sunday
천호역 공영주차장(시),1431,625,2024-10-20 21:40:05,Sunday
천호역 공영주차장(시),1431,620,2024-10-20 21:50:02,Sunday
